Hostname, Application Class, Instance, Parameter, Thresholds, Alarm Email, Warning Email, Blackout Period
120_62_243_43-3181,NT_PROCESS_GROUP,amrp_group,PROCActiveProcessCount,ALARM if value is not equal to 1 <BR>Cycle time is 1.02 minutes,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,Sun 06:00--16:00<br>Sun 00:00--21:00<br>Sat 17:00--23:59<br>
120_62_243_43-3181,NT_PROCESS_GROUP,cimplicity_group,PROCActiveProcessCount,ALARM if value is not equal to 1 <BR>Cycle time is 1.02 minutes,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,Sun 06:00--16:00<br>Sun 00:00--21:00<br>Sat 17:00--23:59<br>
120_62_243_43-3181,NT_PROCESS_GROUP,dl_rp_group,PROCActiveProcessCount,ALARM if value is not equal to 1 <BR>Cycle time is 1.02 minutes,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,Sun 06:00--16:00<br>Sun 00:00--21:00<br>Sat 17:00--23:59<br>
120_62_243_43-3181,NT_PROCESS_GROUP,drwtsn32_group,PROCActiveProcessCount,ALARM if value is not equal to 0 <BR>Cycle time is 1.02 minutes,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,Sun 06:00--16:00<br>Sun 00:00--21:00<br>Sat 17:00--23:59<br>
120_62_243_43-3181,NT_PROCESS_GROUP,dyn_dir_group,PROCActiveProcessCount,ALARM if value is not equal to 1 <BR>Cycle time is 1.02 minutes,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,Sun 06:00--16:00<br>Sun 00:00--21:00<br>Sat 17:00--23:59<br>
120_62_243_43-3181,NT_PROCESS_GROUP,emrp_group,PROCActiveProcessCount,ALARM if value is not equal to 1 <BR>Cycle time is 1.02 minutes,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,Sun 06:00--16:00<br>Sun 00:00--21:00<br>Sat 17:00--23:59<br>
120_62_243_43-3181,NT_PROCESS_GROUP,pb_rp_group,PROCActiveProcessCount,ALARM if value is not equal to 6 <BR>Cycle time is 1.02 minutes,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,Sun 06:00--16:00<br>Sun 00:00--21:00<br>Sat 17:00--23:59<br>
120_62_243_43-3181,NT_PROCESS_GROUP,pm_mcp_group,PROCActiveProcessCount,ALARM if value is not equal to 1 <BR>Cycle time is 1.02 minutes,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,Sun 06:00--16:00<br>Sun 00:00--21:00<br>Sat 17:00--23:59<br>
120_62_243_43-3181,NT_PROCESS_GROUP,ptdl_group,PROCActiveProcessCount,ALARM if value is not equal to 1 <BR>Cycle time is 1.02 minutes,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,Sun 06:00--16:00<br>Sun 00:00--21:00<br>Sat 17:00--23:59<br>
120_62_243_43-3181,NT_PROCESS_GROUP,ptmdp_group,PROCActiveProcessCount,ALARM if value is not equal to 1 <BR>Cycle time is 1.02 minutes,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,Sun 06:00--16:00<br>Sun 00:00--21:00<br>Sat 17:00--23:59<br>
120_62_243_43-3181,NT_PROCESS_GROUP,ptm_rp_group,PROCActiveProcessCount,ALARM if value is not equal to 1 <BR>Cycle time is 1.02 minutes,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,naomi.perlustri@gmail.com am000322@eds.com 9054343599@paging.rogers.com michael.mason@eds.com sam.rotundo@eds.com vincent.ng@gm.com robert.benko@eds.com jomo.hanley@eds.com misagh.mavaddat@eds.com omar.cabello@eds.com oshwa_patrol@yahoo.com,Sun 06:00--16:00<br>Sun 00:00--21:00<br>Sat 17:00--23:59<br>
